route_id,agency_id,route_short_name,route_long_name,route_type
BR_1100_100100033,A1,160,-,0
BR_1100_100100034,A1,162,-,0
BR_1100_100100036,A1,171,-,0
BR_1100_100100037,A1,172,-,0
BR_1100_100100038,A1,201,-,0
BR_1100_100100039,A1,202,-,0
BR_1100_100100042,A1,260,-,0
BR_1100_100100043,A1,261,-,0
BR_1100_100100044,A1,262,-,0
BR_1100_100100046,A1,270,-,0
BR_1100_100100047,A1,271,-,0
BR_1100_100100048,A1,272,-,0
BR_1100_100100049,A1,273,-,0
BR_1100_100100051,A1,301,-,0
BR_1100_100100052,A1,302,-,0
BR_1100_100100053,A1,303,-,0
BR_1100_100100055,A1,340,-,0
BR_1100_100100056,A1,341,-,0
BR_1100_100100057,A1,360,-,0
BR_1100_100100061,A1,370,-,0
BR_1100_100100062,A1,401,-,0
BR_1100_100100063,A1,402,-,0
BR_1100_100100064,A1,406,-,0
BR_1100_100100068,A1,420,-,0
BR_1100_100100070,A1,441,-,0
BR_1100_100100071,A1,461,-,0
BR_1100_100100073,A1,470,-,0
BR_1100_100100075,A1,472,-,0
BR_1100_100100076,A1,500,-,0
BR_1100_100100077,A1,501,-,0
BR_1100_100100078,A1,503,-,0
BR_1100_100100079,A1,504,-,0
BR_1100_100100080,A1,505,-,0
BR_1100_100100081,A1,506,-,0
BR_1100_100100082,A1,507,-,0
BR_1100_100100083,A1,540,-,0
BR_1100_100100084,A1,571,-,0
BR_1100_100100085,A1,600,-,0
BR_1100_100100086,A1,601,-,0
BR_1100_100100087,A1,602,-,0
BR_1100_100100088,A1,603,-,0
BR_1100_100100089,A1,604,-,0
BR_1100_100100090,A1,605,-,0
BR_1100_100100091,A1,606,-,0
BR_1100_100100093,A1,640,-,0
BR_1100_100100094,A1,641,-,0
BR_1100_100100096,A1,643,-,0
BR_1100_100100097,A1,650,-,0
BR_1100_100100098,A1,651,-,0
BR_1100_100100099,A1,652,-,0
BR_1100_100100102,A1,661,-,0
BR_1100_100100103,A1,701,-,0
BR_1100_100100104,A1,702A서오릉,-,0
BR_1100_100100105,A1,702B용두초교,-,0
BR_1100_100100107,A1,704,-,0
BR_1100_100100110,A1,710,-,0
BR_1100_100100111,A1,720,-,0
BR_1100_100100112,A1,721,-,0
BR_1100_100100114,A1,750A,-,0
BR_1100_100100116,A1,742,-,0
BR_1100_100100117,A1,752,-,0
BR_1100_100100118,A1,753,-,0
BR_1100_100100124,A1,0017,-,0
BR_1100_100100129,A1,1014,-,0
BR_1100_100100130,A1,1017,-,0
BR_1100_100100131,A1,1020,-,0
BR_1100_100100132,A1,1111,-,0
BR_1100_100100133,A1,1113,-,0
BR_1100_100100134,A1,1114,-,0
BR_1100_100100137,A1,1119,-,0
BR_1100_100100138,A1,1120,-,0
BR_1100_100100139,A1,1124,-,0
BR_1100_100100142,A1,1126,-,0
BR_1100_100100143,A1,1127,-,0
BR_1100_100100144,A1,1128,-,0
BR_1100_100100145,A1,1129,-,0
BR_1100_100100146,A1,1130,-,0
BR_1100_100100147,A1,1131,-,0
BR_1100_100100148,A1,1132,-,0
BR_1100_100100149,A1,1133,-,0
BR_1100_100100150,A1,1135,-,0
BR_1100_100100151,A1,1136,-,0
BR_1100_100100152,A1,1137,-,0
BR_1100_100100153,A1,1138,-,0
BR_1100_100100154,A1,1139,-,0
BR_1100_100100155,A1,1140,-,0
BR_1100_100100156,A1,1141,-,0
BR_1100_100100157,A1,1142,-,0
BR_1100_100100158,A1,1143,-,0
BR_1100_100100159,A1,1144,-,0
BR_1100_100100164,A1,1154,-,0
BR_1100_100100165,A1,1155,-,0
BR_1100_100100166,A1,1156,-,0
BR_1100_100100170,A1,1162,-,0
BR_1100_100100171,A1,1164,-,0
BR_1100_100100172,A1,1165,-,0
BR_1100_100100175,A1,1213,-,0
BR_1100_100100177,A1,1218,-,0
BR_1100_100100178,A1,1221,-,0
BR_1100_100100179,A1,1222,-,0
BR_1100_100100181,A1,1224,-,0
BR_1100_100100183,A1,1226,-,0
BR_1100_100100184,A1,1227,-,0
BR_1100_100100185,A1,1711,-,0
BR_1100_100100186,A1,2012,-,0
BR_1100_100100188,A1,2013,-,0
BR_1100_100100189,A1,2014,-,0
BR_1100_100100190,A1,2015,-,0
BR_1100_100100191,A1,2112,-,0
BR_1100_100100192,A1,2113,-,0
BR_1100_100100193,A1,2114,-,0
BR_1100_100100194,A1,2211,-,0
BR_1100_100100198,A1,2221,-,0
BR_1100_100100199,A1,2222,-,0
BR_1100_100100201,A1,2224,-,0
BR_1100_100100202,A1,2227,-,0
BR_1100_100100203,A1,2230,-,0
BR_1100_100100204,A1,2233,-,0
BR_1100_100100209,A1,2412,-,0
BR_1100_100100210,A1,2413,-,0
BR_1100_100100211,A1,2415,-,0
BR_1100_100100212,A1,3212,-,0
BR_1100_100100213,A1,3214,-,0
BR_1100_100100215,A1,3216,-,0
BR_1100_100100216,A1,3217,-,0
BR_1100_100100218,A1,3220,-,0
BR_1100_100100219,A1,3313,-,0
BR_1100_100100220,A1,3314,-,0
BR_1100_100100221,A1,3315,-,0
BR_1100_100100222,A1,3316,-,0
BR_1100_100100223,A1,3411,-,0
BR_1100_100100224,A1,3412,-,0
BR_1100_100100225,A1,3413,-,0
BR_1100_100100226,A1,3414,-,0
BR_1100_100100228,A1,3416,-,0
BR_1100_100100229,A1,3417,-,0
BR_1100_100100232,A1,3422,-,0
BR_1100_100100234,A1,4212,-,0
BR_1100_100100237,A1,4318,-,0
BR_1100_100100246,A1,4432,-,0
BR_1100_100100247,A1,4433,-,0
BR_1100_100100248,A1,5012,-,0
BR_1100_100100249,A1,5413,-,0
BR_1100_100100250,A1,5511,-,0
BR_1100_100100251,A1,5513,-,0
BR_1100_100100252,A1,5515,-,0
BR_1100_100100253,A1,5516,-,0
BR_1100_100100254,A1,5517,-,0
BR_1100_100100255,A1,5519,-,0
BR_1100_100100257,A1,5522A난곡,-,0
BR_1100_100100258,A1,5522B호암,-,0
BR_1100_100100259,A1,5523,-,0
BR_1100_100100260,A1,5524,-,0
BR_1100_100100261,A1,5525,-,0
BR_1100_100100263,A1,5528,-,0
BR_1100_100100264,A1,5530,-,0
BR_1100_100100265,A1,5531,-,0
BR_1100_100100266,A1,5634,-,0
BR_1100_100100267,A1,5535,-,0
BR_1100_100100268,A1,5536,-,0
BR_1100_100100269,A1,5537,-,0
BR_1100_100100272,A1,5615,-,0
BR_1100_100100273,A1,5616,-,0
BR_1100_100100274,A1,5617,-,0
BR_1100_100100275,A1,5618,-,0
BR_1100_100100276,A1,5619,-,0
BR_1100_100100277,A1,5620,-,0
BR_1100_100100278,A1,5621,-,0
BR_1100_100100279,A1,5623,-,0
BR_1100_100100281,A1,5625,-,0
BR_1100_100100282,A1,5626,-,0
BR_1100_100100283,A1,5627,-,0
BR_1100_100100284,A1,5630,-,0
BR_1100_100100285,A1,5633,-,0
BR_1100_100100286,A1,5712,-,0
BR_1100_100100287,A1,5713,-,0
BR_1100_100100288,A1,5714,-,0
BR_1100_100100289,A1,6211,-,0
BR_1100_100100290,A1,6411,-,0
BR_1100_100100291,A1,6511,-,0
BR_1100_100100292,A1,6512,-,0
BR_1100_100100293,A1,6713,-,0
BR_1100_100100294,A1,6514,-,0
BR_1100_100100295,A1,6611,-,0
BR_1100_100100297,A1,6614,-,0
BR_1100_100100298,A1,6616,-,0
BR_1100_100100299,A1,6617,-,0
BR_1100_100100300,A1,6620,-,0
BR_1100_100100301,A1,6623,-,0
BR_1100_100100302,A1,6624,-,0
BR_1100_100100303,A1,6625,-,0
BR_1100_100100304,A1,6627,-,0
BR_1100_100100305,A1,6628,-,0
BR_1100_100100306,A1,6629,-,0
BR_1100_100100307,A1,6630,-,0
BR_1100_100100308,A1,6631,-,0
BR_1100_100100309,A1,6632,-,0
BR_1100_100100311,A1,6635,-,0
BR_1100_100100312,A1,6637,-,0
BR_1100_100100313,A1,6638,-,0
BR_1100_100100316,A1,6642,-,0
BR_1100_100100318,A1,6645,-,0
BR_1100_100100320,A1,6647,-,0
BR_1100_100100322,A1,6654,-,0
BR_1100_100100329,A1,6657,-,0
BR_1100_100100330,A1,6712,-,0
BR_1100_100100331,A1,6714,-,0
BR_1100_100100332,A1,6715,-,0
BR_1100_100100337,A1,7017,-,0
BR_1100_100100338,A1,7018,-,0
BR_1100_100100339,A1,7019,-,0
BR_1100_100100340,A1,7021,-,0
BR_1100_100100341,A1,7022,-,0
BR_1100_100100342,A1,7024,-,0
BR_1100_100100344,A1,7211,-,0
BR_1100_100100345,A1,7611,-,0
BR_1100_100100346,A1,7612,-,0
BR_1100_100100347,A1,7613,-,0
BR_1100_100100348,A1,7711,-,0
BR_1100_100100349,A1,7713,-,0
BR_1100_100100352,A1,7720,-,0
BR_1100_100100353,A1,7722,-,0
BR_1100_100100354,A1,7723,-,0
BR_1100_100100357,A1,7726,-,0
BR_1100_100100358,A1,7727,-,0
BR_1100_100100359,A1,7728,-,0
BR_1100_100100360,A1,7730,-,0
BR_1100_100100363,A1,7737,-,0
BR_1100_100100364,A1,7738,-,0
BR_1100_100100373D,A1,6101,공항방향,5
BR_1100_100100373U,A1,6101,공항출발,5
BR_1100_100100383,A1,8541,-,0
BR_1100_100100387,A1,8774,-,0
BR_1100_100100389,A1,9401,-,0
BR_1100_100100390,A1,9403,-,0
BR_1100_100100391,A1,9404,-,0
BR_1100_100100392,A1,9408,-,0
BR_1100_100100397,A1,9701,-,0
BR_1100_100100398,A1,9703,-,0
BR_1100_100100400,A1,9707,-,0
BR_1100_100100406,A1,9714,-,0
BR_1100_100100407,A1,240,-,0
BR_1100_100100409,A1,421,-,0
BR_1100_100100410,A1,502,-,0
BR_1100_100100412D,A1,6001,공항방향,5
BR_1100_100100412U,A1,6001,공항출발,5
BR_1100_100100413D,A1,6002,공항방향,5
BR_1100_100100413U,A1,6002,공항출발,5
BR_1100_100100414D,A1,6003,공항방향,5
BR_1100_100100414U,A1,6003,공항출발,5
BR_1100_100100415D,A1,6004,공항방향,5
BR_1100_100100415U,A1,6004,공항출발,5
BR_1100_100100418D,A1,6011,공항방향,5
BR_1100_100100418U,A1,6011,공항출발,5
BR_1100_100100419D,A1,6012,공항방향,5
BR_1100_100100419U,A1,6012,공항출발,5
BR_1100_100100420D,A1,6013,공항방향,5
BR_1100_100100420U,A1,6013,공항출발,5
BR_1100_100100421D,A1,6014,공항방향,5
BR_1100_100100421U,A1,6014,공항출발,5
BR_1100_100100422D,A1,6015,공항방향,5
BR_1100_100100422U,A1,6015,공항출발,5
BR_1100_100100423D,A1,6016,공항방향,5
BR_1100_100100423U,A1,6016,공항출발,5
BR_1100_100100425,A1,1122,-,0
BR_1100_100100427,A1,4319,-,0
BR_1100_100100437,A1,771,-,0
BR_1100_100100438,A1,3011,-,0
BR_1100_100100440,A1,700,-,0
BR_1100_100100446,A1,7025,-,0
BR_1100_100100447,A1,7016,-,0
BR_1100_100100448,A1,7013B,-,0
BR_1100_100100449,A1,7013A,-,0
BR_1100_100100450,A1,7011,-,0
BR_1100_100100451,A1,6716,-,0
BR_1100_100100453,A1,6613,-,0
BR_1100_100100454,A1,361,-,0
BR_1100_100100459,A1,440,-,0
BR_1100_100100462,A1,7715,-,0
BR_1100_100100478,A1,3317,-,0
BR_1100_100100495,A1,672,-,0
BR_1100_100100496,A1,333,-,0
BR_1100_100100497,A1,653,-,0
BR_1100_100100498,A1,3318,-,0
BR_1100_100100499,A1,7212,-,0
BR_1100_100100500,A1,4312,-,0
BR_1100_100100501,A1,3319,-,0
BR_1100_100100506D,A1,6006,공항방향,5
BR_1100_100100506U,A1,6006,공항출발,5
BR_1100_100100507D,A1,6009,공항방향,5
BR_1100_100100507U,A1,6009,공항출발,5
BR_1100_100100508D,A1,6300,공항방향,5
BR_1100_100100508U,A1,6300,공항출발,5
BR_1100_100100509D,A1,6020,공항방향,5
BR_1100_100100509U,A1,6020,공항출발,5
BR_1100_100100511,A1,760,-,0
BR_1100_100100513D,A1,6100,공항방향,5
BR_1100_100100513U,A1,6100,공항출발,5
BR_1100_100100521,A1,6515,-,0
BR_1100_100100522,A1,2016,-,0
BR_1100_100100533D,A1,6017,공항방향,5
BR_1100_100100533U,A1,6017,공항출발,5
BR_1100_100100537,A1,740,-,0
BR_1100_100100538D,A1,6018,공항방향,5
BR_1100_100100538U,A1,6018,공항출발,5
BR_1100_100100549,A1,100,-,0
BR_1100_100100550,A1,662,-,0
BR_1100_100100551,A1,673,-,0
BR_1100_100100552,A1,7739,-,0
BR_1100_100100553,A1,350,-,0
BR_1100_100100564,A1,320,-,0
BR_1100_100100565,A1,750B,-,0
BR_1100_100100566,A1,1115,-,0
BR_1100_100100567D,A1,6701,공항방향,5
BR_1100_100100567U,A1,6701,공항출발,5
BR_1100_100100570D,A1,6705,공항방향,5
BR_1100_100100570U,A1,6705,공항출발,5
BR_1100_100100572D,A1,6703,공항방향,5
BR_1100_100100572U,A1,6703,공항출발,5
BR_1100_100100573D,A1,6702,공항방향,5
BR_1100_100100573U,A1,6702,공항출발,5
BR_1100_100100574,A1,541,-,0
BR_1100_100100576,A1,6516,-,0
BR_1100_100100578,A1,3321,-,0
BR_1100_100100579,A1,3420,-,0
BR_1100_100100583,A1,121,-,0
BR_1100_100100584D,A1,6010,공항방향,5
BR_1100_100100584U,A1,6010,공항출발,5
BR_1100_100100585,A1,N37,-,0
BR_1100_100100586,A1,N26,-,0
BR_1100_100100587,A1,705,-,0
BR_1100_100100588,A1,N62,-,0
BR_1100_100100589,A1,N61,-,0
BR_1100_100100591,A1,N30,-,0
BR_1100_100100592,A1,N16,-,0
BR_1100_100100593,A1,N13,-,0
BR_1100_100100595,A1,241,-,0
BR_1100_100100596,A1,400,-,0
BR_1100_100100597,A1,405,-,0
BR_1100_100100598,A1,2115,-,0
BR_1100_100100599,A1,2311,-,0
BR_1100_100100601,A1,6640A,-,0
BR_1100_100100602,A1,6640B,-,0
BR_1100_100100603,A1,542,-,0
BR_1100_100100604,A1,4211,-,0
BR_1100_100100605,A1,463,-,0
BR_1100_100100607,A1,9711,-,0
BR_1100_100100609,A1,4425,-,0
BR_1100_100100610,A1,N15,-,0
BR_1100_100100611,A1,2312,-,0
BR_1100_100100612,A1,3426,-,0
BR_1100_100100613,A1,3322,-,0
BR_1100_100900002,A1,종로13,-,0
BR_1100_100900003,A1,종로09,-,0
BR_1100_100900005,A1,종로08,-,0
BR_1100_100900006,A1,종로01,-,0
BR_1100_100900007,A1,종로11,-,0
BR_1100_100900008,A1,종로02,-,0
BR_1100_100900009,A1,종로12,-,0
BR_1100_100900010,A1,종로03,-,0
BR_1100_100900011,A1,종로05,-,0
BR_1100_100900012,A1,서대문08,-,0
BR_1100_101900001,A1,성동05,-,0
BR_1100_101900002,A1,용산04,-,0
BR_1100_102900001,A1,마포01,-,0
BR_1100_102900002,A1,용산02,-,0
BR_1100_102900003,A1,용산01,-,0
BR_1100_102900004,A1,용산03,-,0
BR_1100_103000001,A1,8441,-,0
BR_1100_103900001,A1,성동09,-,0
BR_1100_103900002,A1,성동08,-,0
BR_1100_103900003,A1,성동01,-,0
BR_1100_103900004,A1,성동02,-,0
BR_1100_103900005,A1,성동07,-,0
BR_1100_103900007,A1,성동06,-,0
BR_1100_103900008,A1,성동10,-,0
BR_1100_103900009,A1,성동12,-,0
BR_1100_103900010,A1,성동13,-,0
BR_1100_103900011,A1,성동03-1,-,0
BR_1100_103900012,A1,성동03-2,-,0
BR_1100_103900013,A1,성동14,-,0
BR_1100_104000006,A1,242,-,0
BR_1100_104000009,A1,111,-,0
BR_1100_104000010,A1,2416,-,0
BR_1100_104000011,A1,N31,-,0
BR_1100_104000012,A1,0411,-,0
BR_1100_104900001,A1,광진04,-,0
BR_1100_104900002,A1,광진03,-,0
BR_1100_104900003,A1,광진02,-,0
BR_1100_104900004,A1,광진05,-,0
BR_1100_104900005,A1,광진01,-,0
BR_1100_105900001,A1,동대문05,-,0
BR_1100_105900002,A1,동대문02,-,0
BR_1100_105900003,A1,동대문01,-,0
BR_1100_105900004,A1,성북20,-,0
BR_1100_105900005,A1,성북21,-,0
BR_1100_105900006,A1,동대문03,-,0
BR_1100_106000001,A1,8221,-,0
BR_1100_106900001,A1,중랑01,-,0
BR_1100_106900002,A1,중랑02,-,0
BR_1100_107000001,A1,1116,-,0
BR_1100_107000002,A1,343,-,0
BR_1100_107000004,A1,8003,-,0
BR_1100_107000005,A1,9409,-,0
BR_1100_107900001,A1,성북13,-,0
BR_1100_107900002,A1,성북03,-,0
BR_1100_107900003,A1,성북02,-,0
BR_1100_107900004,A1,성북12,-,0
BR_1100_107900005,A1,성북04,-,0
BR_1100_107900006,A1,성북09,-,0
BR_1100_107900007,A1,성북08,-,0
BR_1100_107900008,A1,성북01,-,0
BR_1100_107900009,A1,성북22,-,0
BR_1100_107900010,A1,성북14-1,-,0
BR_1100_107900011,A1,성북05,-,0
BR_1100_107900012,A1,성북06,-,0
BR_1100_107900013,A1,성북07,-,0
BR_1100_107900014,A1,성북10-1,-,0
BR_1100_107900015,A1,성북15,-,0
BR_1100_107900016,A1,성북14-2,-,0
BR_1100_107900017,A1,성북10-2,-,0
BR_1100_108000001,A1,8551,-,0
BR_1100_108000002,A1,1167,-,0
BR_1100_108900001,A1,강북11,-,0
BR_1100_108900002,A1,강북02,-,0
BR_1100_108900003,A1,강북03,-,0
BR_1100_108900004,A1,강북09,-,0
BR_1100_108900005,A1,강북04,-,0
BR_1100_108900006,A1,강북01,-,0
BR_1100_108900007,A1,강북06,-,0
BR_1100_108900008,A1,강북05,-,0
BR_1100_108900009,A1,강북10,-,0
BR_1100_108900010,A1,도봉02,-,0
BR_1100_108900012,A1,강북12,-,0
BR_1100_108900013,A1,강북08,-,0
BR_1100_108900014,A1,서대문15,-,0
BR_1100_109900001,A1,도봉01,-,0
BR_1100_109900002,A1,도봉07,-,0
BR_1100_109900003,A1,도봉06,-,0
BR_1100_109900004,A1,도봉05,-,0
BR_1100_109900005,A1,도봉09,-,0
BR_1100_109900006,A1,도봉08,-,0
BR_1100_109900007,A1,도봉03,-,0
BR_1100_109900008,A1,도봉04,-,0
BR_1100_109900010,A1,노원15,-,0
BR_1100_109900011,A1,노원14,-,0
BR_1100_110000002,A1,173,-,0
BR_1100_110000004,A1,8146,-,0
BR_1100_110000005,A1,8101,-,0
BR_1100_110900002,A1,노원11,-,0
BR_1100_110900003,A1,노원05,-,0
BR_1100_110900004,A1,노원01,-,0
BR_1100_110900005,A1,노원03,-,0
BR_1100_110900006,A1,노원09,-,0
BR_1100_110900007,A1,노원08,-,0
BR_1100_110900008,A1,노원13,-,0
BR_1100_110900009,A1,노원02,-,0
BR_1100_111000008,A1,674,-,0
BR_1100_111000009,A1,8771,-,0
BR_1100_111000010,A1,7734,-,0
BR_1100_111000011,A1,773,-,0
BR_1100_111000012,A1,774,-,0
BR_1100_111000014,A1,761,-,0
BR_1100_111000016,A1,N75,-,0
BR_1100_111000017,A1,N72,-,0
BR_1100_111000018,A1,8701,-,0
BR_1100_111000019,A1,2236,-,0
BR_1100_111900001,A1,은평03,-,0
BR_1100_111900002,A1,은평01,-,0
BR_1100_111900003,A1,은평02,-,0
BR_1100_111900004,A1,은평04,-,0
BR_1100_111900005,A1,은평05,-,0
BR_1100_111900006,A1,은평07,-,0
BR_1100_111900007,A1,은평06,-,0
BR_1100_111900009,A1,은평09,-,0
BR_1100_111900010,A1,은평10,-,0
BR_1100_111900011,A1,은평08-1,-,0
BR_1100_111900012,A1,은평08-2,-,0
BR_1100_112000003,A1,8773,-,0
BR_1100_112900001,A1,서대문10,-,0
BR_1100_112900002,A1,서대문12,-,0
BR_1100_112900003,A1,서대문07,-,0
BR_1100_112900004,A1,서대문03,-,0
BR_1100_112900005,A1,서대문13,-,0
BR_1100_112900006,A1,서대문11,-,0
BR_1100_112900007,A1,서대문06,-,0
BR_1100_112900008,A1,서대문14,-,0
BR_1100_112900009,A1,서대문05,-,0
BR_1100_112900010,A1,서대문01,-,0
BR_1100_112900011,A1,서대문04,-,0
BR_1100_112900012,A1,서대문09대,-,0
BR_1100_112900013,A1,서대문09소,-,0
BR_1100_112900014,A1,서대문02대,-,0
BR_1100_112900015,A1,서대문02소,-,0
BR_1100_113000002,A1,452,-,0
BR_1100_113000003,A1,8762,-,0
BR_1100_113000004,A1,9401-1,-,0
BR_1100_113900001,A1,마포17,-,0
BR_1100_113900002,A1,마포03,-,0
BR_1100_113900003,A1,마포12,-,0
BR_1100_113900004,A1,마포11,-,0
BR_1100_113900005,A1,마포02,-,0
BR_1100_113900006,A1,마포14,-,0
BR_1100_113900007,A1,마포13,-,0
BR_1100_113900008,A1,마포10,-,0
BR_1100_113900009,A1,마포16,-,0
BR_1100_113900010,A1,마포07,-,0
BR_1100_113900011,A1,마포05,-,0
BR_1100_113900012,A1,마포06,-,0
BR_1100_113900013,A1,마포08,-,0
BR_1100_113900014,A1,마포15,-,0
BR_1100_113900015,A1,마포09,-,0
BR_1100_113900016,A1,마포18,-,0
BR_1100_113900017,A1,마포18-1,-,0
BR_1100_114000001,A1,6649,-,0
BR_1100_114900001,A1,양천01,-,0
BR_1100_114900002,A1,양천02,-,0
BR_1100_114900003,A1,양천03,-,0
BR_1100_114900004,A1,관악11,-,0
BR_1100_114900005,A1,영등포13,-,0
BR_1100_114900006,A1,영등포12,-,0
BR_1100_115000005,A1,6648,-,0
BR_1100_115000006D,A1,6019,공항방향,5
BR_1100_115000006U,A1,6019,공항출발,5
BR_1100_115000007,A1,654,-,0
BR_1100_115000010,A1,N64,-,0
BR_1100_115900001,A1,강서04,-,0
BR_1100_115900002,A1,강서06,-,0
BR_1100_115900003,A1,강서02,-,0
BR_1100_115900004,A1,강서03,-,0
BR_1100_115900005,A1,강서05,-,0
BR_1100_115900006,A1,강서01,-,0
BR_1100_115900007,A1,강서07,-,0
BR_1100_115900008,A1,강서05-1,-,0
BR_1100_116000001,A1,8552,-,0
BR_1100_116000002,A1,6615,-,0
BR_1100_116000004,A1,660,-,0
BR_1100_116000005,A1,8561,-,0
BR_1100_116900001,A1,구로13,-,0
BR_1100_116900002,A1,구로12,-,0
BR_1100_116900003,A1,구로10,-,0
BR_1100_116900004,A1,구로11,-,0
BR_1100_116900005,A1,구로14,-,0
BR_1100_116900006,A1,구로07,-,0
BR_1100_116900007,A1,구로09,-,0
BR_1100_116900008,A1,영등포01,-,0
BR_1100_116900009,A1,구로05,-,0
BR_1100_116900010,A1,구로03,-,0
BR_1100_116900011,A1,구로04,-,0
BR_1100_116900012,A1,구로06,-,0
BR_1100_116900013,A1,구로01,-,0
BR_1100_116900014,A1,구로02,-,0
BR_1100_116900015,A1,구로08,-,0
BR_1100_116900016,A1,구로15,-,0
BR_1100_116900017,A1,영등포09,-,0
BR_1100_116900018,A1,양천04,-,0
BR_1100_117000002,A1,N51,-,0
BR_1100_117900001,A1,금천05,-,0
BR_1100_117900002,A1,금천04,-,0
BR_1100_117900003,A1,금천03,-,0
BR_1100_117900004,A1,금천06,-,0
BR_1100_117900005,A1,금천08,-,0
BR_1100_117900006,A1,금천02,-,0
BR_1100_117900007,A1,금천07,-,0
BR_1100_117900008,A1,금천01,-,0
BR_1100_117900010,A1,금천11,-,0
BR_1100_118900001,A1,영등포04,-,0
BR_1100_118900002,A1,영등포07,-,0
BR_1100_118900003,A1,영등포06,-,0
BR_1100_118900004,A1,영등포02,-,0
BR_1100_118900005,A1,영등포03,-,0
BR_1100_118900006,A1,영등포05,-,0
BR_1100_118900007,A1,영등포08,-,0
BR_1100_118900008,A1,영등포10,-,0
BR_1100_118900009,A1,영등포11,-,0
BR_1100_119900001,A1,동작20,-,0
BR_1100_119900002,A1,서초06,-,0
BR_1100_119900003,A1,서초05,-,0
BR_1100_119900004,A1,서초17,-,0
BR_1100_119900005,A1,서초16,-,0
BR_1100_119900006,A1,동작10,-,0
BR_1100_119900007,A1,동작01,-,0
BR_1100_119900008,A1,동작19,-,0
BR_1100_119900009,A1,동작08,-,0
BR_1100_119900010,A1,동작15,-,0
BR_1100_119900011,A1,동작11,-,0
BR_1100_119900012,A1,동작14,-,0
BR_1100_119900013,A1,동작02,-,0
BR_1100_119900014,A1,동작06,-,0
BR_1100_119900015,A1,동작18,-,0
BR_1100_119900016,A1,동작17,-,0
BR_1100_119900017,A1,동작16,-,0
BR_1100_119900018,A1,동작07,-,0
